encoding,name,description,country,director,actor,vote,score,year,link
tt0332280,恋恋笔记本,"一个浸润着鲜红与纯白的爱情故事，写在一本洒满昏黄的笔记本上，被一位老先生(詹姆斯·加纳 饰)，一遍一遍的讲述。老太太(吉娜·罗兰兹 饰)总是静静的听着，好奇的追问结果。在一家疗养院，这样不变的场景每天..."" ", 美国,尼克·卡萨维蒂,"'瑞恩·高斯林', '瑞秋·麦克亚当斯', '吉娜·罗兰兹', '詹姆斯·加纳', '斯塔尔勒塔·杜波利斯'",623788人评价,8.6,2004,https://movie.douban.com/subject/1309163/
tt7010412,大佛普拉斯,"菜埔（庄益增 饰）是一家雕塑厂的夜间保安，家中有一位重病的老母亲需要照顾。肚财（陈竹昇 饰）是菜埔唯一的朋友，菜埔经常在值夜班的时候把肚财叫过来和他作伴。一天，两人突发奇想决定看一看菜埔的老板黄启文（..."" ", 中国台湾,黄信尧,"'庄益增', '陈竹昇', '戴立忍', '张少怀', '陈以文'",411469人评价,8.7,2017,https://movie.douban.com/subject/27059130/
tt0386651,可可西里,"尕玉（张磊 饰）本来是个警察，为了调查藏羚羊猎杀状况，他假扮记者身份，随考察团来到可可西里——那里气候寒冷、空气稀薄，含氧量极低。就在这个人类生存的“禁区”，尕玉目睹了一幕幕人性的贪婪以及人类与环境的..."" ", 中国大陆 ,陆川,"'多布杰', '张垒', '奇道', '赵雪莹', '马占林'",280957人评价,8.9,2004,https://movie.douban.com/subject/1308857/
tt0021749,城市之光,"他是一个流浪汉（查理·卓别林 Charles Chaplin 饰），身无分文，遇上了双目失明的卖花女，却不忍袖手旁观。他想尽办法去凑够费用，供卖花女治病。一天，他搭救了一个富翁，富翁当晚和他称兄道弟，..."" ", 美国,查理·卓别林,"'查理·卓别林', '弗吉尼亚·切瑞尔', '佛罗伦斯·李', '亨利·伯格曼', '珍·哈露'",132748人评价,9.3,1931,https://movie.douban.com/subject/1293908/
tt0109235,背靠背，脸对脸,"王双立（牛振华 饰）是某地文化馆的代馆长，这个馆长一代就是好几年，想升也升不上去，却也没有其他变动。不料一天，来了新的文化馆长老马（雷恪生 饰），这让王双立离正馆长的距离更远了。新馆长老马原是个副乡长..."" ", 中国大陆 ,黄建新,"'牛振华', '雷恪生', '李强', '句号', '王劲松'",110043人评价,9.5,1994,https://movie.douban.com/subject/1307856/
tt7286456,小丑,"湿冷无望的哥谭市，卑微的亚瑟·弗兰克（华金·菲尼克斯 Joaquin Phoenix 饰）依靠扮演小丑赚取营生。与之相依为命的母亲患有精神疾病，而亚瑟深记母亲的教诲，无论遭受怎样的挫折都笑对人生，却因..."" ", 美国 ,托德·菲利普斯,"'华金·菲尼克斯', '罗伯特·德尼罗', '马克·马龙', '莎姬·贝兹', '谢伊·惠格姆'",936586人评价,8.7,2019,https://movie.douban.com/subject/27119724/
tt0388473,东京教父,"圣诞夜，退役自行车选手Gin，性倒错者花，离家出走的少女美由纪三人在东京的雪夜中无所事事。这时，他们发现垃圾堆中有一位哭泣的弃婴。孩子的襁褓中仅有一个酒吧的名片与照片。婴儿的父母身份成了谜团。 花想收..."" ", 日本,今敏,"'江守彻', '梅垣义明', '冈本绫', '饭塚昭三', '加藤精三'",196917人评价,9.0,2003,https://movie.douban.com/subject/1310177/
tt0945513,源代码,"在阿富汗执行任务的美国空军飞行员科特史蒂文斯上尉（杰克·吉伦哈尔 Jake Gyllenhaal 饰）突然惊醒，发现自己在一辆高速行驶的列车上，而他的身边坐着一个素不相识的女子克里斯蒂安（米歇尔·莫娜..."" ", 美国 ,邓肯·琼斯,"'杰克·吉伦哈尔', '维拉·法米加', '米歇尔·莫纳汉', '杰弗里·怀特', '拉塞尔·皮特斯'",783667人评价,8.5,2011,https://movie.douban.com/subject/3075287/
tt0095327,萤火虫之墓,"美日战争爆发，14岁的清太带着年幼的妹妹到处逃命，当他们到达防空洞的时候，母亲已身受重伤，没过多久便不久人世。两兄妹自此过着相依为命的日子。他们只好投靠了母亲的姐妹，纵使他们把家里所有的家当都送给了阿..."" ", 日本,高畑勋,"'山口朱美', '志乃原良子', '白石绫乃', '辰巳努'",385504人评价,8.7,1988,https://movie.douban.com/subject/1293318/
tt0060474,虎口脱险,, 法国 ,热拉尔·乌里,"'路易·德·菲奈斯', '布尔维尔', '克劳迪奥·布鲁克', '安德丽·帕里西', '科莱特·布罗塞'",235432人评价,8.9,1966,https://movie.douban.com/subject/1296909/
tt1859438,初恋这件小事,"初中生小水相貌平平，家境一般，所以在学校里并不受重视。但是她心地善良，又有一群死党，日子过得倒也开心。某天，她遇见了帅气的学长阿亮（马里奥·毛瑞尔 Mario Maurer 饰），春心萌动，无 法遏制..."" ", 泰国,普特鹏·普罗萨卡·那·萨克那卡林,"'平采娜·乐维瑟派布恩', '马里奥·毛瑞尔', '苏达拉·布查蓬', '雅尼卡·桑普蕾舞', '诺特·阿查拉那·阿瑞亚卫考'",932628人评价,8.5,2010,https://movie.douban.com/subject/4739952/
tt0212720,人工智能,"21世纪中期，由于温室效应，南北极冰川融化，地球上很多城市被淹没。此时，人类科技已经高度发达，人工智能机器人就是人类发明出来用以应对恶劣自然环境的科技手段之一，而且，机器人制造技术已经高度发达，先进的..."" ", 美国 ,史蒂文·斯皮尔伯格,"'海利·乔·奥斯蒙', '弗兰西丝·奥康纳', '山姆·洛巴兹', '杰克·托马斯', '裘德·洛'",413515人评价,8.7,2001,https://movie.douban.com/subject/1302827/
tt4034228,海边的曼彻斯特,"李（卡西·阿弗莱克 Casey Affleck 饰）是一名颓废压抑的修理工，在得知哥哥乔伊（凯尔·钱德勒 Kyle Chandler 饰）去世的消息后，李回到了故乡——海边的曼彻斯特处理乔伊的后事。根..."" ", 美国,肯尼思·洛纳根,"'卡西·阿弗莱克', '卢卡斯·赫奇斯', '米歇尔·威廉姆斯', 'C·J·威尔逊', '凯尔·钱德勒'",473240人评价,8.6,2016,https://movie.douban.com/subject/25980443/
tt0042876,罗生门,"罗生门，日本京都的正南门。云游和尚、砍柴人和乞丐在城门底下避雨，三人闲聊，话题开始，故事的序幕拉开：一个武士和他妻子路过荒山，遭遇了不测。妻子被侮辱，而武士惨遭杀害。惨案如何酿成？凶手、妻子、借武士亡..."" ", 日本,黑泽明,"'三船敏郎', '京町子', '森雅之', '志村乔', '千秋实'",291129人评价,8.8,1950,https://movie.douban.com/subject/1291879/
tt0106559,青蛇,"南宋是一个人妖难分的时期，法海和尚（赵文卓 饰）到处收服妖精，也扰乱了在西湖底修炼的白青二蛇。青（张曼玉 饰）曾获白（王祖贤 饰）相救，二者便以姐妹相称。姐妹俩受惑佯装成人生活在民间，白更嫁于老实书生..."" ", 中国香港 ,徐克,"'张曼玉', '王祖贤', '赵文卓', '吴兴国', '马精武'",486843人评价,8.6,1993,https://movie.douban.com/subject/1303394/
tt0103064,终结者2：审判日,"上一部中，超级电脑“天网”阻止人类抵抗领袖约翰·康纳诞生的行动失败，时隔13年后，在“审判日”到来之前，“天网”派出了更加先进的生化机器人T-1000（罗伯特·帕特里克 饰）从公元2029年回到洛杉矶..."" ", 美国 ,詹姆斯·卡梅隆,"'阿诺·施瓦辛格', '琳达·汉密尔顿', '爱德华·福隆', '罗伯特·帕特里克', '阿尔·伯恩'",318478人评价,8.8,1991,https://movie.douban.com/subject/1291844/
tt1727824,波西米亚狂想曲,, 英国 ,布莱恩·辛格,"'拉米·马雷克', '本·哈迪', '约瑟夫·梅泽罗', '格威利姆·李', '艾伦·里奇'",557314人评价,8.6,2018,https://movie.douban.com/subject/5300054/
tt2948372,心灵奇旅,"究竟是什么塑造了真正的你？电影将聚焦乔伊·高纳（杰米·福克斯配音）。这位中学音乐老师获得了梦寐以求的机会——在纽约最好的爵士俱乐部演奏。但一个小失误把他从纽约的街道带到了一个奇幻的地方“生之来处”（t..."" ", 美国,彼特·道格特,"'杰米·福克斯', '蒂娜·菲', '菲利西亚·拉斯海德', '阿米尔-卡利布·汤普森', '戴维德·迪格斯'",888910人评价,8.7,2020,https://movie.douban.com/subject/24733428/
tt2543472,奇迹男孩,"奥吉（雅各布·特瑞布雷 Jacob Tremblay 饰）是一个10岁的男孩，除了头戴一个巨大的太空头盔外，他和其他的同年龄孩子别无二致。头盔下隐藏了奥吉因为各种手术而伤痕累累的脸庞，它不仅完美的隐藏..."" ", 美国 ,斯蒂芬·卓博斯基,"'雅各布·特伦布莱', '朱莉娅·罗伯茨', '伊扎贝拉·维多维奇', '欧文·威尔逊', '诺亚·尤佩'",522184人评价,8.6,2017,https://movie.douban.com/subject/26787574/
tt3843282,二十二,"在日本侵华战争的八年间，至少20万中国妇女被迫沦为日军的性奴隶，也就是我们经常提及的“慰安妇”。在影片2014年开拍之时，中国内地仅剩22位“慰安妇”幸存者。当光阴慢慢划过，时间抚平伤口，这些经历了常..."" ", 中国大陆,郭柯,"'韦绍兰', '罗善学'",277567人评价,8.7,2015,https://movie.douban.com/subject/26430107/
tt1392190,疯狂的麦克斯4：狂暴之路,"未来世界，水资源短缺引发了连绵的战争。人们相互厮杀，争夺有限的资源，地球变成了血腥十足的杀戮死战场。面容恐怖的不死乔在戈壁山谷建立了难以撼动的强大武装王国，他手下的战郎驾驶装备尖端武器的战车四下抢掠，..."" ", 澳大利亚 ,乔治·米勒,"'汤姆·哈迪', '查理兹·塞隆', '尼古拉斯·霍尔特', '休·基斯-拜恩', '乔什·赫尔曼'",489827人评价,8.6,2015,https://movie.douban.com/subject/3592854/
tt0105859,新龙门客栈,"宦官专权的明朝中叶，东厂曹少钦（甄子丹）假造圣旨杀害了忠良杨宇轩，并想斩草除根杀死其后代。侠女邱莫言（林青霞）、江湖义士贺虎等人冒死救出忠良后代后，逃至边关沙漠里的龙门客栈，与杨宇轩部下周淮安（梁家辉..."" ", 中国香港 ,李惠民,"'张曼玉', '林青霞', '梁家辉', '甄子丹', '熊欣欣'",411748人评价,8.7,1992,https://movie.douban.com/subject/1292287/
tt3170832,房间,"女孩乔伊（布丽·拉尔森 Brie Larson 饰）被一个叫“老尼克”的男人拐骗，之后被他囚禁在其房子后院的棚屋里长达七年之久。在此期间她遭到强奸，并生下儿子杰克（雅各布·特伦布莱 Jacob Tre..."" ", 爱尔兰 ,伦尼·阿伯拉罕森,"'布丽·拉尔森', '雅各布·特伦布莱', '肖恩·布里吉格斯', '温迪·古逊', '阿曼达·布鲁盖尔'",351401人评价,8.8,2015,https://movie.douban.com/subject/25724855/
tt0361748,无耻混蛋,"故事分五章进行。二战中德占法国，德军上校汉斯（克里斯托弗·瓦尔兹 Christoph Waltz 饰）号称“犹太猎人”，在一次屠犹行动中，少女苏珊娜（梅勒尼·劳伦特 Mélanie Laurent 饰..."" ", 德国 ,昆汀·塔伦蒂诺,"'布拉德·皮特', '梅拉尼·罗兰', '克里斯托弗·瓦尔兹', '伊莱·罗斯', '迈克尔·法斯宾德'",440866人评价,8.6,2009,https://movie.douban.com/subject/1438652/
tt0119177,千钧一发,"未来的世界，科技的力量胜过一切，基因决定命运，几乎成为金科玉律。不幸文森特（伊桑•霍克 Ethan Hawke  饰）是一个基因不良的人，出生以来就决定了他近视和心脏病的缺陷，他只能活到30岁。于是父..."" ", 美国,安德鲁·尼科尔,"'伊桑·霍克', '乌玛·瑟曼', '裘德·洛', '艾伦·阿金', '戈尔·维达尔'",267644人评价,8.8,1997,https://movie.douban.com/subject/1300117/
tt0450259,血钻,, 美国 ,爱德华·兹威克,"'莱昂纳多·迪卡普里奥', '杰曼·翰苏', '詹妮弗·康纳利', '阿诺德·沃斯洛', '大卫·哈雷伍德'",352738人评价,8.7,2006,https://movie.douban.com/subject/1428175/
tt2866360,彗星来的那一夜,"在一个静得有些诡异阴森的夜晚，年轻女子艾米丽（艾米丽·芭尔多尼 Emily Baldoni 饰）驱车来到朋友家参加聚会。此前她一边开车一边和男友打电话，然而通话突然中断，她的手机屏也莫名其妙出现裂痕。..."" ", 美国 ,詹姆斯·沃德·布柯特,"'艾米丽·芭尔多尼', '莫瑞·史特林', '尼古拉斯·布兰登', '劳伦·斯卡法莉娅', '伊丽莎白·格瑞斯'",522442人评价,8.5,2013,https://movie.douban.com/subject/25807345/
tt0234215,黑客帝国2：重装上阵,"上一部结尾，尼奥（基奴李维斯 饰）终于意识到自己的能力和使命，中弹复活后，变成了无所不能的“救世主”，他和女友崔妮蒂（凯莉·安·摩丝 饰），舰长墨菲斯（劳伦斯·菲什伯恩 饰）回到了人类的基地锡安，受到..."" ", 美国,拉娜·沃卓斯基,"'基努·里维斯', '劳伦斯·菲什伯恩', '凯瑞-安·莫斯', '雨果·维文', '莫妮卡·贝鲁奇'",379129人评价,8.7,2003,https://movie.douban.com/subject/1304141/
tt0033238,魂断蓝桥,"第一次世界大战期间，回国度假的陆军中尉罗伊（罗伯特·泰勒）在滑铁卢桥上邂逅了舞蹈演员玛拉（费雯·丽），两人彼此倾心，爱情迅速升温。就在两人决定结婚之时，罗伊应招回营地，两人被迫分离。由于错过剧团演出，..."" ", 美国,茂文·勒鲁瓦,"'费雯·丽', '罗伯特·泰勒', '露塞尔·沃特森', '弗吉尼亚·菲尔德', '玛丽亚·彭斯卡娅'",258582人评价,8.8,1940,https://movie.douban.com/subject/1293964/
tt1087578,步履不停,, 日本,是枝裕和,"'阿部宽', '夏川结衣', '江原由希子', '高桥和也', '田中祥平'",258375人评价,8.8,2008,https://movie.douban.com/subject/2222996/
tt0876563,崖上的波妞,"海神的女儿波妞从深海出逃玩耍，却被困在玻璃瓶里冲到岸上，碰巧被住在岸边悬崖的宗介救出，两人因此相识。但是波妞的父亲——魔法师藤本，认为人类世界肮脏丑陋，强行把波妞带回海里。面对父亲的阻挠、席卷小镇的海..."" ", 日本,宫崎骏,"'神月柚莉爱', '土井洋辉', '山口智子', '长岛一茂', '天海祐希'",448557人评价,8.6,2008,https://movie.douban.com/subject/1959877/
tt0399295,战争之王,"本来美国移民尤瑞（尼古拉斯•凯奇 Nicolas Cage 饰）的家族生意是开饭馆。但是一个偶然的机会令他踏入了军火生意的大门，从此开始了贩卖武器的“职业生涯”。尤瑞遇事机智，胆大心细，这不仅让他成功..."" ", 法国 ,安德鲁·尼科尔,"'尼古拉斯·凯奇', '布里吉特·莫伊纳汉', '杰瑞德·莱托', '伊安·霍姆', '伊桑·霍克'",339422人评价,8.7,2005,https://movie.douban.com/subject/1419936/
tt3783958,爱乐之城,"米娅（艾玛·斯通 Emma Stone 饰）渴望成为一名演员，但至今她仍旧只是片场咖啡厅里的一名平凡的咖啡师，尽管不停的参加着大大小小的试镜，但米娅收获的只有失败。某日，在一场派对之中，米娅邂逅了名为..."" ", 美国,达米恩·查泽雷,"'瑞恩·高斯林', '艾玛·斯通', '约翰·传奇', '罗丝玛丽·德薇特', '芬·维特洛克'",815203人评价,8.4,2016,https://movie.douban.com/subject/25934014/
tt0372183,谍影重重2,"经过上一集的腥风血雨之后，伯恩（马特·达蒙 饰）和女朋友玛丽（弗兰卡·泼坦特 饰）隐居在印度偏僻的海边小镇，想忘记以前的生活。一天，神秘组织的杀手来到小镇，打破了伯恩二人世界的宁静，女友玛丽在逃亡途中..."" ", 美国 ,保罗·格林格拉斯,"'马特·达蒙', '布莱恩·考克斯', '琼·艾伦', '卡尔·厄本', '弗朗卡·波滕特'",329029人评价,8.7,2004,https://movie.douban.com/subject/1308767/
tt0110322,燃情岁月,"辽阔的西部草原住着一位父亲和他的三个儿子——父亲是退了休的骑兵上校，三个儿子个性鲜明：大儿子艾尔弗莱德（艾丹•奎因 Aidan Quinn  饰）忠厚老实，二儿子特里斯坦（布拉德•皮特 Brad Pi..."" ", 美国,爱德华·兹威克,"'布拉德·皮特', '安东尼·霍普金斯', '艾丹·奎因', '朱莉娅·奥蒙德', '亨利·托马斯'",269356人评价,8.8,1994,https://movie.douban.com/subject/1295865/
tt0103074,末路狂花,, 美国 ,雷德利·斯科特,"'吉娜·戴维斯', '苏珊·萨兰登', '哈威·凯特尔', '迈克尔·马德森', '布拉德·皮特'",220585人评价,8.9,1991,https://movie.douban.com/subject/1291992/
tt3659388,火星救援,"载人航天宇宙飞船阿瑞斯3号成功抵达火星，谁知一场破坏力极其巨大的风暴向宇航员们袭来，阿瑞斯3号被迫中断任务，紧急返航。撤离途中，宇航员马克·沃特尼（马特·达蒙 Matt Damon 饰）被飞船上吹落的..."" ", 英国 ,雷德利·斯科特,"'马特·达蒙', '杰西卡·查斯坦', '克里斯汀·韦格', '杰夫·丹尼尔斯', '迈克尔·佩纳'",667060人评价,8.5,2015,https://movie.douban.com/subject/25864085/
tt0101258,阿飞正传,"1960年代的香港，因生母在阿飞旭仔（张国荣）长大成人过程中的缺失，他把自己优雅地比喻为“无根鸟”，对生命中遇到的每一个女人都表现得放荡不羁，售票员苏丽珍（张曼玉）和舞女咪咪（刘嘉玲）先后令他感受过温..."" ", 中国香港,王家卫,"'张国荣', '张曼玉', '刘嘉玲', '刘德华', '张学友'",472113人评价,8.5,1990,https://movie.douban.com/subject/1305690/
tt1980929,再次出发之纽约遇见你,"格雷塔（凯拉·奈特莉 Keira Knightley 饰）抛弃了一切跟随着男友戴夫（亚当·李维 Adam Levine 饰）来到美国纽约实现他们的音乐和爱情梦想，没想到曾经幻想过的美好一切化作泡影，在..."" ", 美国,约翰·卡尼,"'凯拉·奈特莉', '马克·鲁弗洛', '亚当·莱文', '詹姆斯·柯登', '海莉·斯坦菲尔德'",400708人评价,8.6,2013,https://movie.douban.com/subject/6874403/
tt0258463,谍影重重,, 美国 ,道格·里曼,"'马特·达蒙', '弗朗卡·波滕特', '克里斯·库珀', '克里夫·欧文', '朱丽娅·斯蒂尔斯'",396006人评价,8.6,2002,https://movie.douban.com/subject/1304102/
tt0291350,千年女优,"60岁的立花源也和28岁的摄影师井田恭二不远千里跋山涉水上门去拜访隐居了三十年的一代影星藤原千代子，为了给她拍摄一生自传的纪录片。款款前来的千代子虽然已界75岁高龄，但仍然优雅美丽，左眼下标志性的小痣..."" ", 日本,今敏,"'庄司美代子', '小山茉美', '折笠富美子', '饭塚昭三', '小野坂昌也'",236903人评价,8.8,2001,https://movie.douban.com/subject/1307394/
tt0765128,海洋,, 法国 ,雅克·贝汉,"'皮尔斯·布鲁斯南', '小佩德罗·阿门达里斯', '雅克·贝汉', '宫泽理惠', '马蒂亚斯·勃兰特'",151049人评价,9.1,2009,https://movie.douban.com/subject/3443389/
tt0976051,朗读者,"15岁的少年米夏·伯格（大卫·克劳斯 David Kross 饰）偶遇36岁的中年神秘女列车售票员汉娜（凯特·温丝莱特 Kate Winslet 饰），后来两个发展出一段秘密的情人关系。汉娜最喜欢躺在..."" ", 美国 ,史蒂芬·戴德利,"'凯特·温丝莱特', '大卫·克劳斯', '拉尔夫·费因斯', '詹妮特·海因', '苏珊娜·洛塔尔'",432361人评价,8.6,2008,https://movie.douban.com/subject/2213597/
tt0808506,穿越时空的少女,"17岁少女绀野真琴是一个活泼跳脱的少女。在一次普通值日工作中，真琴不小心摔倒了，自此她发现自己拥有了穿越时空的能力。她兴奋不已，掌握了穿越时空的方法后，她经常用这个方法去解决生活中许多令她困扰十分的事..."" ", 日本,细田守,"'仲里依纱', '石田卓也', '板仓光隆', '垣内彩未', '谷村美月'",359906人评价,8.6,2006,https://movie.douban.com/subject/1937946/
tt0396171,香水,"十八世纪，让-马普蒂斯特•格雷诺耶（本•韦肖 Ben Whishaw 饰）出生在巴黎最肮脏、最恶臭不堪的地方——鱼市场上。格雷诺耶天生对气味有着惊人的天赋：无论恶臭还芳香，他都一一记住，并能轻易分辨各..."" ", 德国 ,汤姆·提克威,"'本·卫肖', '艾伦·瑞克曼', '蕾切儿·哈伍德', '达斯汀·霍夫曼', '大卫·卡尔德'",514708人评价,8.5,2006,https://movie.douban.com/subject/1760622/
tt0986264,地球上的星星,"对于8岁的男孩伊夏（达席尔·萨法瑞 Darsheel Safary 饰）来说，世界是充满了惊奇和快乐的万花筒，他正在用一切他能够想到的方式和这个陌生的世界进行着交流，同时也充分的享受着大地万物慷慨的赠..."" ", 印度,阿米尔·汗,"'达席尔·萨法瑞', '阿米尔·汗', '塔奈·切赫达', '萨谢·英吉尼尔', '蒂丝卡·乔普拉'",192289人评价,8.9,2007,https://movie.douban.com/subject/2363506/
tt1862020,我爱你,"飘雪的坡道上，送牛奶的老头子金万皙（李顺载 饰）邂逅了收废品的老太太宋怡芬（尹秀晶 饰）。他们的前半生各自背负着艰辛的人生：万皙年轻时我行我素，直到妻子病逝才深觉愧疚；怡芬被心爱的男人抛弃在城市角落，..."" ", 韩国,秋昌旼,"'宋在浩', '李顺载', '尹秀晶', '金秀美', '宋智孝'",154852人评价,9.1,2011,https://movie.douban.com/subject/5908478/
tt4901306,完美陌生人,"三对处于各个婚姻阶段的伴侣和一个宅男，七人聚在一起吃晚餐。女主人提议下拍板决定当夜所有人分享每一个电话、每一条短信、邮件的内容,由此许多秘密开始不再是秘密，他们之间的关系也开始发生波动。无数疮痍在这场..."" ", 意大利,保罗·杰诺维塞,"'马可·贾利尼', '卡夏·斯穆特尼亚克', '爱德华多·莱奥', '阿尔芭·罗尔瓦赫尔', '瓦莱里奥·马斯坦德雷亚'",496165人评价,8.5,2016,https://movie.douban.com/subject/26614893/
tt11219254,花束般的恋爱,"山音麦 (菅田将晖 饰) 和八谷绢 (有村架纯 饰) 因错过尾班车而相遇，在深夜咖啡馆聊起文学、电影和音乐，喜好竟奇蹟地相似，二人瞬间坠入爱河。他们毕业后开始一边兼职工作，一边开始同居生活，更一起养拾..."" ", 日本,土井裕泰,"'菅田将晖', '有村架纯', '细田佳央太', '清原果耶', '小田切让'",484762人评价,8.6,2021,https://movie.douban.com/subject/34874432/
tt0878804,弱点,"黑人男孩奥赫（昆东•亚伦 Quinton Aaron 饰）自幼父母离异，无家可归。不过，木讷的他却因为极强的身体条件和运动天赋，幸运地进入了一家私立基督教高中。虽然，他科科零分，但是一些细节却让他显得..."" ", 美国,约翰·李·汉考克,"'桑德拉·布洛克', '蒂姆·麦格罗', '昆东·亚伦', '杰·海德', '莉莉·柯林斯'",270882人评价,8.7,2009,https://movie.douban.com/subject/3552028/
tt0926084,哈利·波特与死亡圣器(上),, 英国 ,大卫·叶茨,"'丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '海伦娜·伯翰·卡特', '拉尔夫·费因斯'",509317人评价,8.5,2010,https://movie.douban.com/subject/2051007/
