RON,S.ZORB.PDT_3002.DACA,S.ZORB.PDT_3502.DACA,S.ZORB.TC_5005.PV,S.ZORB.LI_9102.DACA,S.ZORB.SIS_TE_2802,S.ZORB.FC_1203.PV,S.ZORB.TE_5202.PV,S.ZORB.PDT_3602.DACA,Raw_RON,S.ZORB.TC_1606.PV,S.ZORB.FT_3001.DACA,S.ZORB.PDT_1004.DACA,S.ZORB.AT.0010.DACA.PV,S.ZORB.TE_9301.PV,S.ZORB.LT_1301.DACA,S.ZORB.FT_5101.PV,S.ZORB.TE_1608.PV,S.ZORB.FT_5201.PV,S.ZORB.TE_2501.DACA,S.ZORB.AT_6201.DACA,S.ZORB.PC_2401.DACA,S.ZORB.FT_1003.PV,JT,S.ZORB.BS_AT_2402.PV,S.ZORB.FC_5001.DACA,S.ZORB.PT_6005.DACA,S.ZORB.TE_1601.PV,S.ZORB.FT_1006.DACA.PV,S.ZORB.LT_2901.DACA
89.3,3.9669,12.2989,130.2612,30.8636,273.2357,10.9421,32.5996,0.3478,90.4,409.999,105.1334,35.8895,0.6103,196.8456,-0.5129,837.0464,425.8367,145.2197,219.1308,-40.6536,1.2486,54.9735,2.14,0.0008,1750.26,-0.3176,366.2544,5628.9287,13.1687
90.1,3.9077,12.1687,129.8059,56.465,281.4827,10.9614,34.2642,0.3316,91.4,412.66,102.9496,36.075,0.5884,194.3767,-0.7714,946.5768,434.122,145.8771,213.4788,-40.4322,1.2042,55.2259,2.33,0.0006,1713.4171,-0.281,367.9048,5641.7971,10.9969
89.6,3.9663,10.9367,129.6815,33.6619,272.0673,10.8697,34.0586,0.5197,90.7,406.8846,112.6902,32.7855,0.6174,181.8903,4.9472,787.4088,429.3132,147.3079,212.6091,-40.7081,2.1951,44.5687,1.6,0.0005,1653.984,-0.27,360.8191,5641.3675,9.1674
89.3,3.7668,12.0326,129.2725,65.7792,274.9512,11.4689,32.9686,0.324,90.6,409.7784,105.499,36.0192,0.5811,194.2066,0.6515,862.4628,429.5627,149.3593,210.9473,-40.6587,1.0911,56.6202,2.1,0.0013,1685.8776,-0.3045,366.1436,5742.457,6.161
89.2,3.8827,12.3053,128.1261,38.166,263.9538,10.5402,35.2039,0.3278,90.4,409.9744,106.1618,35.9933,0.5766,195.3495,1.9721,813.5388,427.2797,148.4806,188.2073,-40.7892,1.1801,56.3553,1.62,0.0053,1529.0915,-0.2987,366.2784,5673.2946,4.8719
89.2,3.9795,12.5148,131.9164,47.7513,280.448,10.5632,36.7905,0.3095,90.5,408.1934,105.0094,33.6371,0.5773,212.6476,4.3048,820.6711,426.5119,145.1949,213.8425,-40.3254,1.1036,55.3206,1.93,0.0041,1603.4366,-0.2512,364.6939,5695.7186,4.0216
89,3.7128,12.4763,129.9945,47.2083,277.951,10.7998,34.6896,0.3469,90.2,409.3647,111.0087,33.2853,0.5777,213.0375,6.7125,906.4755,426.341,144.3269,205.4396,-40.7254,1.1133,55.6096,1.71,0.0101,1680.7208,-0.3009,365.5861,5536.7643,-0.0108
89,3.7509,12.8027,130.0988,76.3139,274.8237,10.6983,33.1795,0.3633,90.1,408.6589,115.1957,33.2716,0.5933,214.4156,-0.5692,782.9991,419.5637,143.1256,208.6374,-40.4304,1.1217,55.8072,2.61,0.0036,1650.3055,-0.3518,365.9713,5694.0454,-0.0122
89.09,4.3517,12.0663,130.2221,69.9941,293.1807,11.5068,35.5708,0.3341,90.4,411.9355,118.0786,32.5445,0.5766,213.9742,1.5799,1100.5305,431.5828,143.8108,218.2984,-40.3859,1.0676,56.2709,1.55,0.0094,1636.1743,-0.2555,368.6331,4753.3835,-0.0093
88.59,5.4228,12.8064,129.8808,37.4017,282.4481,11.0793,33.1548,0.2881,89.9,411.1298,115.9004,31.9827,0.5776,219.1789,-0.797,848.8216,424.2149,141.87,214.1911,-40.3743,1.0862,53.6555,1.43,0.0065,1572.9754,-0.3471,366.9846,4953.6562,21.0414
88.6,7.3231,12.3876,130.4197,53.7251,282.5603,11.0492,34.697,0.3119,89.8,408.3696,120.5406,31.8928,0.5902,210.5414,-1.2305,936.0829,425.1865,145.2425,207.7094,-40.4796,1.0799,57.3927,1.47,0.0148,1596.8315,-0.3157,365.269,5786.958,16.8485
88.8,9.6448,12.6398,129.7557,46.4614,260.8699,10.7993,33.9869,0.3087,90,414.8094,118.1164,32.2812,0.5893,198.3055,-1.0135,983.1895,443.2371,144.6386,163.0227,-40.3088,1.0173,57.0564,1.35,0.0118,1936.3837,-0.1905,368.3153,5094.9668,13.3449
89.02,18.6433,12.6127,130.452,38.7241,279.0553,11.3751,33.9816,0.2707,90.3,410.5356,104.6893,31.1527,0.5756,215.4268,-0.9241,929.8145,427.5771,143.2439,211.1944,-40.2993,1.034,54.9411,1.32,0.0133,1750.22,-0.2974,366.61,6129.7419,7.0085
89.28,18.0871,12.0603,124.2242,61.5409,277.0902,10.9386,33.2048,0.2657,90.5,407.3746,102.3646,32.5187,0.5849,202.4662,-0.6615,816.1535,425.7691,143.5546,209.245,-40.4344,1.0123,61.5178,1.62,0.0094,1271.7808,-0.2868,363.6237,3928.5437,3.38
88.99,17.4714,12.7453,127.6019,44.3873,283.8507,10.8751,34.7701,0.2652,90.2,411.9009,102.599,31.1249,0.569,201.2143,-0.9707,899.949,431.557,142.0975,214.3029,-40.3661,1.0414,56.2515,1.44,0.0112,1265.0901,-0.2487,365.8243,4136.6913,0.5237
89.08,15.9211,12.5592,125.9494,39.9585,281.0775,11.0985,35.438,0.2595,90.3,411.4065,94.6902,31.1,0.5742,208.1972,-1.0537,949.4953,436.9662,144.4964,209.0265,-40.3647,1.05,56.5456,2.7,0.0095,1283.9381,-0.1997,364.9683,3942.5025,-0.0113
88.89,15.759,12.666,125.7989,37.8016,279.8008,10.9955,35.0425,0.2546,90.1,409.7259,94.5603,30.8463,0.5861,204.515,-0.9755,871.349,428.6284,141.975,212.683,-40.3651,1.1021,56.0506,1.42,0.008,1288.1617,-0.2342,364.8115,4016.0413,54.2611
88.59,15.9129,12.3553,128.8751,66.0212,285.4052,11.1689,35.3541,0.2729,89.9,410.7037,93.4955,30.6658,0.5647,216.0232,-1.1135,930.3937,436.7972,145.4422,209.0333,-40.4126,1.1042,57.6739,1.47,0.0153,1323.6204,-0.2353,364.5477,4185.4481,51.7418
89.06,15.6461,12.5062,124.66,44.2194,285.7639,11.4199,34.7236,0.2376,90.3,409.1451,94.0631,30.1352,0.5886,209.439,1.0085,1146.5826,427.2606,140.1394,210.447,-40.3461,1.0395,56.255,2.61,0.0147,1091.4488,-0.3158,364.8998,39,47.8745
89.06,15.9164,12.3744,124.489,47.5116,285.6601,11.6235,34.8126,0.2838,90.3,412.131,93.0575,29.5544,0.5648,205.0077,-1.1841,1205.2264,430.3735,136.9926,211.0393,-40.4141,1.098,56.6456,1.42,0.0182,1151.0734,-0.3037,366.8886,39,44.9656
88.26,18.1862,11.7206,124.6622,54.3893,282.7839,10.2323,33.3895,0.1672,89.7,408.6353,108.6831,28.7128,0.5579,205.7663,-1.1967,1176.8686,430.8509,139.2043,206.9004,-40.4316,0.55,50.9128,1.59,0.0153,1124.7094,-0.1769,365.7829,39,42.8942
88.96,16.5273,12.8734,123.9705,57.5476,318.0281,11.6581,31.7695,0.3154,89.7,411.0343,100.392,28.7604,0.5784,201.4332,-0.992,1098.543,428.4238,136.3208,228.132,-40.3285,1.1902,54.0228,1.69,0.0172,1184.8969,-0.2795,365.1025,39,39.6133
88.46,11.5687,12.4637,123.5121,42.6492,278.589,11.2627,31.5472,0.3513,89.7,409.6331,116.0004,28.7715,0.5659,214.1246,-0.98,1094.6235,422.3024,135.5677,214.7023,-40.4079,1.19,54.8511,4.31,0.017,1109.8273,-0.3798,364.6281,39,39.5743
88.16,10.7722,12.4252,124.6763,45.7358,289.4841,11.4983,34.3541,0.3633,89.4,413.7955,106.7392,29.0503,0.9517,216.9409,-1.279,1288.4639,439.0759,138.7528,217.5083,-40.3666,1.1192,56.8872,1.54,0.0202,1037.4755,-0.1888,365.7841,39,38.1385
88.26,9.9051,12.9255,123.5749,36.9903,286.0875,10.7414,34.2433,0.3332,89.6,408.1013,102.4192,28.7628,1.5632,214.0107,-1.3051,1237.5444,419.8954,136.7269,219.5723,-40.4396,1.1897,53.5208,1.57,0.0237,1077.8436,-0.3831,363.4129,39,36.5423
87.96,9.7461,12.6431,123.2855,61.4741,288.3547,10.7953,34.6807,0.3532,89.3,415.0587,104.134,28.8433,0.8394,207.8187,-1.3032,1323.0777,441.8652,141.5088,214.6107,-40.4073,1.111,54.8475,2.6,0.0217,1061.3563,-0.2033,366.678,39,34.1735
88.96,10.0514,12.3994,124.2821,55.0427,290.8493,10.8686,34.3397,0.3047,89.8,414.5993,114.5502,26.955,1.2041,200.6178,-1.2984,1252.8626,434.4493,137.2502,220.4268,-40.3234,1.0867,51.2844,1.44,0.0238,1130.7123,-0.2753,367.5316,39,29.9863
88.36,9.0964,12.2854,122.6642,54.4188,278.5264,10.8539,32.8856,0.3109,89.7,410.6914,111.6853,26.7782,0.6009,205.2531,-1.2822,1136.3424,416.4533,134.2104,219.883,-40.3762,1.2259,52.7552,4.93,0.022,1154.0454,-0.4032,366.9785,39,22.5652
88.66,7.665,13.0578,124.0787,53.4004,287.7564,11.2325,34.7378,0.3044,90,410.3593,107.2987,28.9769,0.9687,216.474,-1.3012,1354.5466,435.6791,144.1203,217.9015,-40.7473,1.0795,62.0576,1.19,0.0227,1142.0273,-0.2842,364.7018,39,18.7527
88.46,6.977,12.601,123.8145,40.2766,282.6343,11.2908,34.4515,0.3035,89.7,410.4027,107.7655,28.4411,0.973,185.2328,-1.2919,1376.6046,434.9104,144.1749,221.8665,-40.5076,1.1031,59.7954,4.44,0.0245,1185.0451,-0.2905,365.0854,39,15.0108
88.09,6.3239,12.8223,128.0239,57.9874,291.3736,10.6129,35.0647,0.3036,89.4,410.4098,108.1255,26.1611,1.6093,200.2034,-1.308,1086.4108,428.7572,144.147,226.4775,-40.3999,1.17,53.341,6.89,0.0272,1558.0463,-0.3349,365.396,4691.2236,9.8425
88.69,5.7977,12.1451,128.5258,63.9445,285.3289,10.9861,34.8561,0.3071,90,408.852,110.198,25.8739,1.0283,197.4882,-1.1641,1063.2395,431.9824,145.7575,215.6147,-40.3666,1.0598,53.8283,1.51,0.0284,1470.4293,-0.2637,363.1185,4720.0243,5.3766
88.8,5.3784,11.9597,128.8328,74.7622,298.1906,10.8125,37.5174,0.3231,89.9,409.634,108.9923,26.403,1.6128,188.4133,-1.3133,1252.3841,436.5426,149.5363,232.7395,-40.3958,1.179,57.346,2.98,0.0306,1555.4412,-0.2278,363.6274,5788.8346,2.454
88.72,4.2749,12.2997,127.8706,59.2205,281.0096,10.8028,35.2188,0.3004,90,409.0331,109.7666,24.3676,0.5949,183.958,-1.3118,1158.7205,419.3329,145.0156,220,-40.4212,1.1755,53.9678,1.12,0.029,1442.664,-0.4015,365.8546,6177.3251,-0.0118
88.45,3.3629,12.9928,128.1648,40.7667,290.1648,11.0925,36.7086,0.2931,89.5,409.3518,110.3748,24.8695,0.5679,193.5172,-1.3035,991.3971,436.3459,153.6126,222.1408,-40.408,1.116,64.8801,5.15,0.0287,1432.6173,-0.2699,363.1177,8083.0039,52.743
88.12,16.3802,12.3252,128.721,42.3986,289.8001,11.3849,36.7749,0.3027,89.2,407.7952,115.4659,25.7121,1.5226,190.1694,-1.3096,1088.9078,433.1737,153.1542,225.8033,-40.3722,1.171,63.0409,1.29,0.0294,1419.0313,-0.2857,362.8783,7911.0309,48.4326
88.75,15.7901,12.3536,129.9375,70.3274,295.1167,11.2389,35.8309,0.2925,89.9,410.6706,112.8383,24.5389,1.108,187.2423,-1.311,1268.6552,439.6649,146.7623,221.0611,-40.5877,1.0605,57.0859,1.11,0.0314,1683.8785,-0.1822,362.9786,8229.731,41.8564
88.76,13.2549,12.9282,126.7897,55.5891,284.6604,11.2425,34.6676,0.2852,89.9,409.2588,113.079,23.011,1.178,191.936,-1.3024,1088.4076,417.247,130.6701,230.6577,-40.9693,1.3953,56.8118,6.95,0.0331,1212.9336,-0.4029,365.4431,39,38.6048
88.46,12.8956,13.0466,126.985,61.5879,295.3808,10.9406,35.7157,0.2888,89.6,408.7242,111.5095,24.1479,1.4078,201.9082,-1.3147,1206.086,436.9346,141.5551,233.2559,-40.5934,1.2395,65.751,1.27,0.0351,1089.9731,-0.2706,360.544,39,35.6169
88.36,10.3853,12.2259,127.1347,65.528,290.802,11.6349,37.1122,0.3835,89.4,413.3888,103.7231,22.8302,1.4989,201.108,-1.3761,1241.048,435.3245,130.249,222.0157,-40.1807,0.4184,60.039,4.06,0.0374,1156.1781,-0.2872,364.6412,713.253,32.1107
87.88,9.3256,12.1758,126.8805,63.4324,292.7373,11.1319,36.9581,0.3473,89,413.1305,104.5868,23.0276,1.3303,201.2672,-1.362,1212.7215,434.2585,120.1173,222.7504,-40.2171,0.7296,60.0862,3.99,0.0389,1342.36,-0.2703,363.697,2017.418,36.4953
88.18,8.2658499,12.125632,126.6263625,61.33683125,294.6726025,10.62899025,36.8039665,0.31102782,89.3,412.87214,105.45045,23.2250825,1.161723175,201.4263225,-1.34785545,1184.39505,433.192375,109.9855,223.484955,-40.2535635,1.0408825,60.13332775,3.61,0.040421587,1528.54195,-0.253295125,362.752915,3321.5832,40.879962
88,6.6763,12.0505,126.2451,58.1935,297.5756,9.8746,36.5728,0.2566,89.3,412.4847,106.746,23.5213,0.9089,201.665,-1.3267,1141.9055,431.5932,94.7879,224.5869,-40.3082,1.5077,60.2041,6.1,0.0427,1807.815,-0.2278,361.3367,5277.8309,47.4569
88.22,5.6166,12.0003,125.991,56.0979,299.5108,9.3716,36.4187,0.2204,89.3,412.2264,107.6097,23.7187,0.7403,201.8242,-1.3126,1113.579,430.5272,84.6561,225.3215,-40.3447,1.819,60.2513,1.3,0.0441,1993.9969,-0.2109,360.3926,6581.996,51.8416
87.52,4.5569,11.9502,125.7369,54.0023,301.4461,8.8687,36.2645,0.1841,88.7,411.9681,108.4733,23.9162,0.5717,201.9833,-1.2985,1085.2525,429.4611,74.5244,226.0561,-40.3812,2.1302,60.2984,2.55,0.0456,2180.1789,-0.1939,359.4485,7886.1611,56.2262
87.72,4.0803,13.3474,126.7977,52.3585,293.8721,7.3283,35.9776,0.278,89,414.9691,100.237,22.817,0.6111,201.137,-1.305,1145.4164,433.1184,74.0263,232.6447,-40.2731,1.2063,63.1829,8.92,0.0442,2283.8285,-0.2892,362.7063,7871.7243,45.489
87.85,3.9853,12.5558,124.7127,60.3975,292.6419,7.7179,37.1295,0.2681,89,412.077,97.4139,21.8201,1.1647,199.5393,-1.2959,873.9455,427.4344,77.8945,223.9467,-40.246,1.0091,64.1225,7.77,0.0434,1974.0453,-0.2692,362.0569,8582.4747,38.593
87.85,3.9945,12.9807,126.5135,43.9951,296.018,8.1657,36.8861,0.2399,89.1,416.5394,99.0182,21.656,0.9342,206.2162,-1.2933,1042.2449,433.1151,75.9596,223.5307,-10.0518,1.0947,64.3976,6.78,0.0446,2211.5359,-0.2468,365.1843,8563.2799,35.4642
87.95,4.1793,13.771,115.4689,54.1218,306.121,7.8181,34.6828,0.309,88.6,406.9579,109.4545,20.2046,1.639,195.2797,-1.2425,752.8479,418.5412,10.6177,222.7744,-45.6702,1.047,60.112,1.71,0.0403,1657.175,-0.2361,358.5383,8011.3918,18.9797
88.62,3.681,11.933,131.1079,61.1972,310.1694,11.1314,35.9512,0.2713,89.7,409.9413,100.2532,20.8794,0.5928,197.2571,-1.1607,1040.243,436.313,148.7608,224.8772,-45.9161,0.8881,63.2947,6.39,0.0437,1460.8539,-0.1768,360.8794,7325.4717,1.8715
88.85,3.6519,12.1153,130.3641,72.2118,306.469,10.7712,34.9799,0.2663,90,409.4518,99.8133,20.2015,1.2452,201.6917,-1.123,1122.6367,422.9164,147.4852,231.0401,-45.6623,1.2308,63.278,1.61,0.0429,1662.0743,-0.3693,363.3448,8015.3173,58.7578
88.75,3.3506,9.204,129.5766,44.3373,302.6679,11.6776,34.943,0.2728,90,414.8258,97.2071,19.2502,0.5764,194.8731,-1.0837,1067.3902,436.7076,149.3732,207.425,-45.0391,1.1883,61.2555,4.9,0.0451,1413.5988,-0.2991,367.6646,8980.5308,39.3784
88.72,2.6467,10.1794,130.5143,44.8426,315.857,11.2493,34.985,0.2881,89.8,412.9363,107.9942,18.3285,0.5823,195.979,-1.1667,1079.341,439.585,145.4557,219.5704,-44.4852,1.0907,60.6517,7.15,0.0449,1413.3427,-0.2479,362.7654,6391.5819,29.8218
88.62,7.8124,10.8062,127.8344,49.3093,310.451,10.4233,34.4211,0.2913,89.7,414.5317,106.3433,18.67,0.5738,196.522,-1.0216,1001.7713,440.2222,143.8555,233.9371,-43.8825,0.9929,58.0431,6.22,0.0447,1247.7768,-0.1605,364.1514,7488.0576,12.283
88.7,6.9416,10.235,131.8699,45.5891,304.4857,9.4195,32.7854,0.2648,89.9,416.7116,103.2085,17.3849,0.5785,195.8368,-0.9363,1204.338,438.5618,138.2292,211.8569,-43.3044,1.0135,54.3694,5.57,0.0451,1460.7773,-0.1994,366.8674,5036.5956,63.4752
88.65,7.5658,10.8101,129.1629,74.2074,308.2471,10.3504,33.2511,0.2745,89.8,405.1992,118.8836,17.0925,0.5891,203.6302,-0.9849,846.3991,417.5633,147.4293,222.6501,-42.3838,1.0271,56.9164,3.37,0.0445,1544.8193,-0.3328,360.0624,9697.865,45.6661
89.05,7.7282,11.6098,128.7041,63.2405,315.7006,10.6406,32.8793,0.2843,90.3,411.0763,122.5803,17.8569,0.5979,202.5044,-0.6937,1066.5761,424.8932,144.6555,215.6697,-42.8809,0.9452,57.434,3.33,0.0471,1653.3191,-0.312,364.4589,9624.6266,36.1753
88.65,5.0143,11.7589,128.7806,40.9397,312.9243,10.5249,35.8731,0.251,89.8,412.3863,108.8411,17.3481,0.5923,198.9887,-0.9903,997.4728,433.9054,149.4605,209.292,-40.7684,1.0427,64.4803,3.97,0.0471,1494.1766,-0.1873,364.6569,11320.4568,14.8298
89.15,5.6416,11.3777,127.9265,64.1012,300.0259,10.3458,32.4816,0.2641,90.4,409.2858,137.9024,16.246,0.5909,198.2882,-1.0225,910.0597,418.3558,140.0951,181.5133,-40.2626,0.9082,60.2905,6.4,0.0468,1490.4652,-0.2993,365.5561,8145.5811,-0.0179
88.65,5.4427,10.9628,130.8727,60.4309,315.0656,10.5374,37.8052,0.2765,90.3,410.2003,133.7913,16.1774,0.6181,203.5023,-1.297,1211.6683,434.7198,147.5081,211.0713,-40.1016,1.0138,60.2014,3.18,0.0566,1557.4366,-0.1544,364.3043,8417.1087,-0.0134
88.95,0.6896,10.928,130.018,48.9416,294.2666,10.4814,34.7602,0.2664,90,413.0353,31.654,15.8773,0.5864,201.699,-0.7668,1054.0416,418.7024,140.0575,206.4334,-40.1512,0.9522,57.4557,3.99,0.0462,1542.4182,-0.3076,370.424,8111.0381,65.8963
89.52,0.5858,11.1341,128.9448,49.3155,311.2515,10.7273,34.6008,0.2575,90.7,413.7435,27.2691,15.006,0.5844,201.7784,-0.9793,1042.0356,433.3452,140.7613,199.0755,-40.1554,0.9902,56.153,4.82,0.0538,1506.353,-0.2978,364.3007,7954.9659,38.594
89.75,19.8678,10.231,129.3517,45.6352,326.3179,11.045,36.5489,0.348,90.8,411.2371,189.2419,14.5814,0.793,200.8388,-1.0431,1028.3551,429.2709,140.9695,214.1098,-40.1526,1.1552,57.0122,4.76,0.0524,1538.5563,-0.2651,363.1478,8732.0018,34.1302
89.05,17.7556,10.8367,128.4831,57.1374,299.4391,10.776,34.6687,0.3391,90.1,414.7874,189.3906,15.595,0.5816,199.1673,-0.9793,1163.3803,435.7578,145.5129,214.9531,-40.0808,1.1565,69.1492,4.76,0.0476,1530.0583,-0.2326,366.7367,8361.9866,17.8555
88.75,16.7054,10.8458,129.5791,46.1514,297.8419,10.4002,35.204,0.387,90,412.7084,193.6774,13.3053,0.5799,191.607,-0.751,1038.7181,426.4032,140.7926,224.2272,-40.668,1.1792,60.9959,5.42,0.0478,1647.4118,-0.2718,367.4075,8424.7391,1.9665
88.32,15.1463,11.138,130.1993,44.0455,288.2792,10.3856,36.3119,0.3646,89.4,414.0207,199.5575,12.1739,0.5922,190.1152,-0.7273,954.586,431.8688,141.2103,182.1848,-40.5899,0.945,60.5189,4.65,0.0481,1626.9046,-0.1761,366.9226,7772.6964,65.5083
88.82,13.6433,10.7268,128.1089,43.2172,297.8098,10.2549,37.55,0.3551,90.1,412.3107,202.3087,11.6143,0.5755,198.9911,-1.0131,891.7164,418.7591,136.8089,212.0783,-40.5404,1.1568,53.6495,5.12,0.0491,1379.3086,-0.2899,367.6483,7699.8047,56.6455
88.56,5.6251,11.0545,127.0178,42.728,295.087,10.0594,36.0742,0.2991,89.8,412.7178,98.4804,11.3502,0.584,190.4401,-0.9858,1057.3505,425.6462,131.0689,159.6989,-40.5498,0.9617,53.1139,6.62,0.0495,1237.2685,-0.2873,364.5011,8376.18689,41.9742
88.95,5.6265,11.0037,129.0925,41.4391,295.9341,10.1592,37.1622,0.311,90.1,413.8888,99.1939,11.1596,0.5853,203.9238,-0.805,974.6411,426.1179,140.0608,200.3452,-40.5262,1.0203,53.5558,5.19,0.0497,1829.004,-0.2958,365.9848,10145.5665,36.2297
89.05,5.4398,10.9278,127.3596,59.9375,291.977,10.3923,35.7129,0.259,90.3,414.4614,97.5355,10.481,0.5858,201.075,-0.9754,988.5574,433.5849,140.1824,171.6741,-40.5679,0.9027,54.8645,3.77,0.0528,1788.6296,-0.1459,365.78,10013.8648,18.2685
88.75,4.8155,10.7783,127.0196,49.2869,304.1482,10.0554,35.5787,0.3262,89.9,413.809,99.0438,10.3046,0.6044,200.9223,-0.6462,1048.426,433.412,139.432,219.3325,-40.7245,1.1373,58.2495,6.84,0.057,1939.643,-0.2444,364.2287,8111.3578,-0.0138
89.25,4.5743,11.5217,129.2028,47.5167,295.8914,9.4836,37.3234,0.3027,90.4,413.1488,94.1788,9.4882,0.6398,194.0546,-0.8524,1099.7557,435.2033,144.8231,223.6548,-40.5029,1.1868,52.2801,11.09,0.0507,1921.9976,-0.1854,365.0571,9092.1642,69.6763
88.35,4.4017,11.0107,130.5139,51.2404,287.2098,10.6243,36.3106,0.273,89.5,410.9228,92.813,9.1679,0.5807,191.5285,-0.9791,1077.8376,432.7437,143.0923,181.9996,-40.514,1.1031,52.5678,5.3,0.0525,1939.3177,-0.2367,363.6784,8132.8496,64.4605
88.65,4.4151,11.1096,129.3057,40.4108,280.042,10.3768,36.1603,0.321,89.7,408.8302,93.7216,8.0173,0.5894,191.4631,-0.7108,1022.0208,426.2106,143.2373,217.246,-40.4787,1.0826,50.3357,3.69,0.0498,1856.739,-0.2512,363.0328,8189.3843,45.7033
88.45,4.3277,10.7675,129.5446,40.8688,280.2395,10.1828,36.3353,0.2917,89.7,413.9052,93.2609,9.7811,0.6064,192.5376,-0.7655,973.1842,435.5104,127.237,183.451,-40.4901,1.0833,49.8127,12.15,0.0554,1758.1736,-0.2372,365.6077,8112.0333,40.0812
88.65,4.3998,10.3188,129.9605,42.0641,277.2123,10.1609,36.606,0.2598,89.8,414.3096,92.2008,9.4048,0.5879,195.2774,-1.0267,986.6628,433.9472,127.6162,217.9252,-40.6199,1.0858,51.354,11.3,0.0593,1843.2973,-0.2287,367.0887,8099.3052,36.5377
88.25,4.7202,11.0448,128.653,69.9794,282.7294,10.1711,35.2501,0.2362,89.5,408.2219,102.4391,9.0293,0.5912,188.8722,-0.6076,965.2044,430.6474,126.0999,189.5332,-40.4679,1.1043,52.016,8.46,0.0557,1814.2419,-0.2066,360.8973,8421.9971,17.4765
88.05,4.5314,10.129,129.1579,42.9128,281.8292,10.3818,34.3319,0.3372,89.2,412.5158,102.6545,7.5336,0.6083,191.6699,-0.4197,958.868,428.1093,136.959,220.9357,-40.49,1.2066,53.9714,9.45,0.0524,1829.6165,-0.3444,366.2619,8328.9748,7.0211
87.95,0.6462,10.9377,128.7024,66.4495,278.3648,9.9957,34.7351,0.2666,89.2,413.5548,39.7737,6.7849,0.5933,188.9405,-0.6435,1061.9769,433.043,143.5584,192.2897,-40.4732,0.9859,53.8343,9.09,0.0602,2070.6257,-0.1982,366.2041,8457.8608,66.5129
88.05,4.3882,11.3837,129.1903,45.0072,281.3582,10.1951,36.0372,0.3367,89.4,413.0059,104.2211,6.2448,0.5944,196.5197,-0.6426,1022.3685,429.1425,132.995,220.5458,-40.5291,1.1678,53.5511,5.72,0.0573,1778.1978,-0.2585,367.5348,8246.2093,55.3083
88.12,4.3131,10.5852,128.461,42.1734,274.2486,10.4127,35.1545,0.3351,89.4,413.1691,103.3347,5.0213,0.6009,197.1456,-0.714,994.5657,429.2849,143.3671,218.621,-40.5198,1.1488,52.9245,4.33,0.0623,1800.7907,-0.1971,368.1008,7998.8024,44.5452
88.65,4.3616,10.6877,130.4445,49.4739,287.4733,9.8555,37.7955,0.2926,89.9,415.384,102.3989,5.3433,0.5725,190.0976,-0.9595,994.5172,437.0472,131.0693,215.047,-40.4101,1.2428,47.2158,8.33,0.0664,1689.8092,-0.2533,366.5434,8379.9438,37.6126
